Histogram_X,Histogram_Y,Normal_X,Normal_Y
1.1666666666666665,0.6000000000000001,0.95,0.09865393848541541
1.5,0.0,0.96438127090301,0.10011377136525026
1.8333333333333333,0.0,0.9787625418060201,0.10158470067478367
2.1666666666666665,0.6000000000000005,0.9931438127090301,0.10306658301112787
2.5,0.0,1.0075250836120402,0.10455926944943611
2.833333333333333,0.0,1.0219063545150502,0.10606260552439796
3.1666666666666665,0.6000000000000005,1.0362876254180602,0.10757643121435076
3.5,0.0,1.0506688963210702,0.10910058092805547
3.833333333333333,0.0,1.0650501672240802,0.11063488349418268
4.166666666666666,0.6000000000000005,1.0794314381270902,0.11217916215355504
4.5,0.0,1.0938127090301002,0.11373323455418902
4.833333333333333,0.599999999999999,1.1081939799331102,0.11529691274917912
,,1.1225752508361204,0.11687000319746531
,,1.1369565217391304,0.11845230676752314
,,1.1513377926421404,0.12004361874401441
,,1.1657190635451504,0.12164372883743473
,,1.1801003344481604,0.12325242119679229
,,1.1944816053511704,0.12486947442535094
,,1.2088628762541807,0.1264946615994684
,,1.2232441471571907,0.12812775029055865
,,1.2376254180602007,0.12976850259020625
,,1.2520066889632107,0.13141667513845737
,,1.2663879598662207,0.13307201915531108
,,1.2807692307692307,0.13473428047543248
,,1.2951505016722407,0.13640319958610642
,,1.3095317725752507,0.13807851166844937
,,1.3239130434782609,0.13975994664189428
,,1.3382943143812709,0.1414472292119609
,,1.352675585284281,0.1431400789213227
,,1.367056856187291,0.14483821020417798
,,1.381438127090301,0.14654133244393178
,,1.395819397993311,0.14824915003419167
,,1.4102006688963211,0.14996136244307884
,,1.4245819397993311,0.15167766428085344
,,1.4389632107023411,0.15339774537085074
,,1.4533444816053511,0.15512129082372164
,,1.4677257525083611,0.15684798111496934
,,1.4821070234113711,0.158577492165771
,,1.4964882943143811,0.1603094954270713
,,1.5108695652173911,0.16204365796693096
,,1.5252508361204011,0.16377964256111294
,,1.5396321070234114,0.16551710778688367
,,1.5540133779264214,0.16725570812000687
,,1.5683946488294314,0.16899509403490287
,,1.5827759197324414,0.17073491210794506
,,1.5971571906354516,0.17247480512386126
,,1.6115384615384616,0.17421441218520706
,,1.6259197324414716,0.17595336882487328
,,1.6403010033444816,0.1776913071215893
,,1.6546822742474916,0.17942785581837978
,,1.6690635451505016,0.18116264044393093
,,1.6834448160535116,0.18289528343681882
,,1.6978260869565216,0.18462540427255092
,,1.7122073578595316,0.18635261959336794
,,1.7265886287625416,0.18807654334075288
,,1.7409698996655516,0.18979678689058868
,,1.7553511705685618,0.19151295919090625
,,1.7697324414715718,0.1932246669021601
,,1.7841137123745818,0.19493151453996832
,,1.798494983277592,0.19663310462024888
,,1.812876254180602,0.19832903780668443
,,1.827257525083612,0.20001891306044353
,,1.841638795986622,0.20170232779208533
,,1.856020066889632,0.2033788780155709
,,1.870401337792642,0.2050481585043046
,,1.884782608695652,0.20670976294912397
,,1.899163879598662,0.20836328411815683
,,1.913545150501672,0.21000831401846104
,,1.927926421404682,0.2116444440593606
,,1.942307692307692,0.21327126521739012
,,1.9566889632107023,0.21488836820275717
,,1.9710702341137123,0.21649534362723158
,,1.9854515050167223,0.21809178217336705
,,1.9998327759197323,0.21967727476496032
,,2.014214046822742,0.22125141273865104
,,2.0285953177257525,0.22281378801656404
,,2.0429765886287625,0.22436399327989312
,,2.0573578595317725,0.22590162214332668
,,2.0717391304347825,0.22742626933021096
,,2.0861204013377925,0.22893753084834792
,,2.1005016722408025,0.23043500416632215
,,2.1148829431438125,0.23191828839025125
,,2.129264214046823,0.23338698444085182
,,2.1436454849498325,0.2348406952307128
,,2.158026755852843,0.23627902584166868
,,2.1724080267558525,0.23770158370216005
,,2.186789297658863,0.23910797876447437
,,2.2011705685618725,0.24049782368175282
,,2.215551839464883,0.24187073398465403
,,2.229933110367893,0.24322632825756116
,,2.244314381270903,0.24456422831422103
,,2.258695652173913,0.24588405937270263
,,2.273076923076923,0.2471854502295613
,,2.287458193979933,0.24846803343309753
,,2.301839464882943,0.2497314454555968
,,2.316220735785953,0.2509753268644374
,,2.330602006688963,0.2521993224919553
,,2.3449832775919734,0.25340308160395275
,,2.359364548494983,0.25458625806674007
,,2.3737458193979935,0.25574851051259917
,,2.388127090301003,0.2568895025035577
,,2.4025083612040135,0.25800890269336585
,,2.416889632107023,0.2591063849875649
